term,label_type,label
导致心脏的供氧减少,eight_principles,internal
导致心血耗损。,eight_principles,internal
导致肾与膀胱气化失常,eight_principles,internal
导致胃失和降,eight_principles,internal
导致脾胃受损,eight_principles,internal
将有排卵型功能失调性子宫出血分为月经量多与经间出血两类。,eight_principles,internal
小儿夜惊是指1岁以内的哺乳婴儿,eight_principles,internal
尤以肺气虚损,eight_principles,internal
尤其是以脾肾阳虚多见。,eight_principles,internal
就构成了真正意义上的心肌缺血。而冠心病是引起心肌缺血最主要,eight_principles,internal
尿急（urgent micturition）与尿频（frequent micturition）在中文的西医诊断学里是两个不同的概念,eight_principles,internal
尿液中是没有红细胞的。医学上把病人尿液离心沉淀后,eight_principles,internal
尿路结石,eight_principles,internal
尿路结石是最常见的泌尿外科疾病之一。男性多于女性,eight_principles,internal
属于阴虚内热的症候,eight_principles,internal
属内痈范畴,eight_principles,internal
属里实热证,eight_principles,internal
工作动机和责任心等因素都对其有显著影响。有许多理论试图解释其产生机制,eight_principles,internal
左为肾,eight_principles,internal
巴豆。”《杂病源流犀烛·积聚症瘕痃癖痞源流》：“食积,eight_principles,internal
帮助消化。胃液对消化食物起着重要作用,eight_principles,internal
常与恶心并见,eight_principles,internal
常与肝脾等脏有密切关系。胃气郁滞,eight_principles,internal
常与胆石症并存,eight_principles,internal
常伴出汗及心悸而出现的燥热症状,eight_principles,internal
常伴有外感或内伤症状。引起腰痛的原因很多,eight_principles,internal
常合并有阴道前壁和（或）后壁膨出。阴道前后壁又与膀胱,eight_principles,internal
常和惊悸合并称为心悸。,eight_principles,internal
常表现为胃脘胀闷,eight_principles,internal
干咳（dry cough）指咳嗽无痰,eight_principles,internal
并排除颅内感染及其它导致惊厥的器质性或代谢性疾病。主要表现为突然发生的全身或局部肌群的强直性或阵挛性抽搐,eight_principles,internal
并有湿浊,eight_principles,internal
并自觉心胸烦热。多由阴虚火旺,eight_principles,internal
并非一种疾病。是指病程在两个月以上的腹泻或间歇期在2～4周内的复发性腹泻。病因较为复杂,eight_principles,internal
并非疾病。多见于急性肝炎时,eight_principles,internal
幼年类风湿症等。,eight_principles,internal
引动伏痰,eight_principles,internal
引起以心中急剧跳动,eight_principles,internal
引起相关系统疾病的总称。《内经》所言五脏痹,eight_principles,internal
弥散性血管内凝血等。,eight_principles,internal
弥漫型的肝细胞变性,eight_principles,internal
当今大城市职业妇女中50%-70%都有不同程度的乳腺增生。乳腺增生症常表现为乳房疼痛和乳腺摸到结节,eight_principles,internal
当咽入胃内空气过多或因消化吸收功能不良时,eight_principles,internal
当然也包括胞宫,eight_principles,internal
当血渍总胆红素浓度超过34.2μmol,eight_principles,internal
形成肝硬化。肝硬化肝功能减退引起门静脉高压,eight_principles,internal
很可能是痛在身上伤在心里。,eight_principles,internal
循胃经上扰等引起。,eight_principles,internal
心,eight_principles,internal
心下痞坚,eight_principles,internal
心下痞硬的症状是胃脘部堵塞满闷不适,eight_principles,internal
心中躁动不安,eight_principles,internal
心前区疼痛就是指心前区这个部位的疼痛。心前区位于前胸和左侧乳房的部位,eight_principles,internal
心动过缓或心律不齐。,eight_principles,internal
心包填塞和食管破裂等,eight_principles,internal
心包炎,eight_principles,internal
心卒动而不宁也,eight_principles,internal
心失所养,eight_principles,internal
心律失常（arrhythmia）是由于窦房结激动异常或激动产生于窦房结以外,eight_principles,internal
心悸,eight_principles,internal
心悸是中医病证名,eight_principles,internal
心情不舒畅。有时也指有意识地不呼吸,eight_principles,internal
心情沮丧,eight_principles,internal
心火上炎,eight_principles,internal
心烦,eight_principles,internal
心烦不安,eight_principles,internal
心烦的意思是心情不好,eight_principles,internal
心痛,eight_principles,internal
心痹等脏腑痹及肉痹,eight_principles,internal
心神不安,eight_principles,internal
心神不定,eight_principles,internal
心绞痛（angina pectoris）是冠状动脉供血不足,eight_principles,internal
心肌急剧的暂时缺血与缺氧所引起的以发作性胸痛或胸部不适为主要表现的临床综合征。心绞痛是心脏缺血反射到身体表面所感觉的疼痛,eight_principles,internal
心肌的血氧摄取率也很高（约为70%）,eight_principles,internal
心肌缺血（myocardial ischemia）是指心脏的血液灌注减少,eight_principles,internal
心肌能量代谢不正常,eight_principles,internal
心脉不畅,eight_principles,internal
心脏受损导致气血,eight_principles,internal
心脏所在部位感觉疼痛,eight_principles,internal
心血不足,eight_principles,internal
心血不足就是心脏有疾,eight_principles,internal
心跳,eight_principles,internal
心跳动而怕惊也,eight_principles,internal
心跳快或节律不齐,eight_principles,internal
心里烦躁,eight_principles,internal
急性梗阻性化脓性胆管炎等,eight_principles,internal
急性胃肠炎,eight_principles,internal
急性胆囊炎,eight_principles,internal
性状和伴发症状常可提示诊断。治疗应查找脓痰产生的原发病,eight_principles,internal
总因“寒气客于肠胃,eight_principles,internal
恶心,eight_principles,internal
恶心(nausea)是一种可以引起呕吐冲动的胃内不适感,eight_principles,internal
恶心呕吐,eight_principles,internal
恶心烦乱,eight_principles,internal
患者就会感到胃部不适,eight_principles,internal
患者常有传染病接触史。本病与西医学之急性传染性结膜炎相似。,eight_principles,internal
患者自觉心烦,eight_principles,internal
情志不畅和脾胃素虚等病因而引发。胃是主要病变脏腑,eight_principles,internal
惊慌心跳,eight_principles,internal
感寒停湿及热迫肠胃所致。,eight_principles,internal
感染产物及坏死组织亦为形成结石之核心,eight_principles,internal
感染性疾病等疾病引起。其理论有：①组织牵引：肌肉损伤而起。②肌肉痉挛：肌肉的反复性抽筋而起。③结缔组织：肌肉的结缔组织受伤（如肌腱）而起。事实上,eight_principles,internal
慢性三类。本病相当于西医的湿疹。,eight_principles,internal
慢性肾炎,eight_principles,internal
慢性胃炎,eight_principles,internal
慢性胆囊炎,eight_principles,internal
慢性胆管炎,eight_principles,internal
或久病体虚所引起。脾有运化食物中的营养物质和输布水液以及统摄血液等作用。脾虚则运化失常,eight_principles,internal
或吐痰沫,eight_principles,internal
或咯出如米粒状痰,eight_principles,internal
或因为内容繁杂而看得目眩头晕。许多疾病过程中会有眼花表现。治疗宜针对原发病进行,eight_principles,internal
或因久病脾胃两伤,eight_principles,internal
或因风热怫郁而然也。此皆素抱痰疾者,eight_principles,internal
或头痛部位不定。《灵枢•经脉》曰：“肝足厥明之脉,eight_principles,internal
或寒湿,eight_principles,internal
或尿有甜味为特征的疾病。本病在《内经》中称为“消瘅”。口渴引饮为上消,eight_principles,internal
或心忪烦闷而发。”治宜祛风化痰,eight_principles,internal
或心胸满闷,eight_principles,internal
或情志郁结,eight_principles,internal
或横逆的病理变化。临床以肺气上逆,eight_principles,internal
或温热病后期及内伤杂病,eight_principles,internal
或湿热,eight_principles,internal
或病后虚热不清及火热内郁所致。是虚损劳瘵等病的常见症之一。治宜滋阴降火,eight_principles,internal
或痰极少,eight_principles,internal
或痰火暴亢,eight_principles,internal
或痰饮瘀血阻滞,eight_principles,internal
或肝经郁结,eight_principles,internal
或肝胆郁结,eight_principles,internal
或胃腑湿热上蒸鼻窍所致的,eight_principles,internal
或胆失通降等而发病,eight_principles,internal
或胆经炎热,eight_principles,internal
或脾损不运,eight_principles,internal
或脾损气滞,eight_principles,internal
或脾肾阳虚等原因引起的以排便次数增多,eight_principles,internal
或脾胃功能虚弱,eight_principles,internal
或脾胃气虚而化运失健所致。常见于胃及肝,eight_principles,internal
或脾胃湿热,eight_principles,internal
或脾胃虚寒不能运化水谷,eight_principles,internal
或脾胃虚弱,eight_principles,internal
或自觉心中悸动不宁,eight_principles,internal
所生病证之一。又为劳倦内伤及五心烦热的症状之一,eight_principles,internal
所谓“纳”指“胃纳”,eight_principles,internal
所谓心慌,eight_principles,internal
手心热,eight_principles,internal
把肝脏外层的包膜极度撑开,eight_principles,internal
担心自己会不会患了乳腺癌或以后会变成癌。乳腺增生症有多种病理类型,eight_principles,internal
担心自己患有各种疾病,eight_principles,internal
指上焦心肺之热,eight_principles,internal
指产后6周子宫仍未能恢复到非孕状态。其原因复杂,eight_principles,internal
指伤口或疮口表面上由血小板和纤维蛋白凝结而成的块状物,eight_principles,internal
指因过度劳累而引起的内伤。包括劳力过度,eight_principles,internal
指大便干燥。多由胃肠燥热,eight_principles,internal
指妇女妊娠期中出现的烦躁心悸的病症。西医妊娠期间出现抑郁症可参考本病。,eight_principles,internal
指心中烦闷不安,eight_principles,internal
指正气虚而兼有内寒的症候。表面为食欲不振,eight_principles,internal
指气从胃中上逆,eight_principles,internal
指生物体表面或内部组织中圆形的小突起。耻骨,eight_principles,internal
指痰质胶粘浓稠难咯,eight_principles,internal
指的是成肝气郁结,eight_principles,internal
指胃内容物经食管反流达口咽部,eight_principles,internal
指胃气上逆动膈,eight_principles,internal
指腹腔内游离液体的过量积聚,eight_principles,internal
指食物停滞胃中不消化。,eight_principles,internal
按之硬满的症候。多因胃气虚弱,eight_principles,internal
损伤脾胃,eight_principles,internal
损伤脾胃等引起。,eight_principles,internal
损伤脾胃而出现的证候。常见于腹痛。,eight_principles,internal
撑紧的肝包膜刺激神经后产生肿痛,eight_principles,internal
支气管或肺组织）出血,eight_principles,internal
支气管扩张是由于支气管及其周围肺组织慢性化脓性炎症和纤维化,eight_principles,internal
故云热痰也。”②火痰 《杂病源流犀烛·痰饮源流》 “热痰,eight_principles,internal
故名沙眼。本病病变过程早期结膜有浸润,eight_principles,internal
故少气。”亦有因痰气,eight_principles,internal
故称之为“痰厥”。,eight_principles,internal
故贤曰湿多成泻,eight_principles,internal
无法正常运化水湿而使寒凉之气停滞在人体经脉脏腑中,eight_principles,internal
无痰或少痰。,eight_principles,internal
无里急后重,eight_principles,internal
日久导致心失濡养,eight_principles,internal
日久成积者。《儒门事亲》卷三：“食积,eight_principles,internal
时作时止的一种病证。病位在胃,eight_principles,internal
易并发肺炎,eight_principles,internal
是一病证名。在《诸病源候论·病热候》中有记载。多因内伤劳损所致,eight_principles,internal
是以胃失和降,eight_principles,internal
是体征而并非一种疾病。任何病理状态下导致腹腔内液体量超过200ml即称为腹水。产生腹水的病因很多,eight_principles,internal
是呼吸道疾病的常见症状。痰是呼吸道分泌出的黏液,eight_principles,internal
是因外感或内伤,eight_principles,internal
是心悸的一种,eight_principles,internal
是指异常的子宫出血,eight_principles,internal
是指每日午后发热。本病属里证,eight_principles,internal
是指胃中空虚,eight_principles,internal
是指饮食入胃,eight_principles,internal
是热病后余毒结于颐颌间引起的急性化脓性疾病。临床特点是常发生于热病后期,eight_principles,internal
是由于人们主观感觉上对心脏跳动的一种不适感觉。心跳一旦失去固有的规律,eight_principles,internal
是由胃动力障碍所引起的疾病,eight_principles,internal
是胃肠疾病的常见症状之一。适度的胃酸可以帮助消化,eight_principles,internal
晚期由于受累的睑结膜发生瘢痕,eight_principles,internal
暑湿,eight_principles,internal
暑湿俱盛之时,eight_principles,internal
暑湿易于困遏脾气,eight_principles,internal
最早出现于《丹溪心法》“有每日五更处洞泻……,eight_principles,internal
最终粪便中水分仅约100～200ml。若进入结肠的液体量超过结肠的吸收能力或（和）结肠的吸收容量减少,eight_principles,internal
有人将其分为与代谢因素有关的结石和感染性结石。细菌,eight_principles,internal
有外风和内风之分,eight_principles,internal
有必要梳理一下这个词汇的含义。“宫”可指西医学的“子宫”,eight_principles,internal
有时也形容被繁琐的事情弄得不知所措。出自曹雪芹的《红楼梦》第六回：“满屋里的东西都是耀眼夺光,eight_principles,internal
有时在睑结膜表面形成一层灰白色假膜,eight_principles,internal
有瘀血。血淤证可见于很多种疾病。一般而论,eight_principles,internal
有肥白气虚多痰人,eight_principles,internal
有食积停滞和腹痛感,eight_principles,internal
查体时患者常诉有触压或叩击痛。治疗应针对引起肝区疼痛的原因。,eight_principles,internal
椒附丸等方。参见脾泄,eight_principles,internal
横逆犯胃,eight_principles,internal
正常胃液呈酸性,eight_principles,internal
比较常见的有心血管病,eight_principles,internal
气少不足于言……由里气因痰或食或饮碍其升降之路使然。”,eight_principles,internal
气机郁结所致。《丹溪心法·六郁》：“气郁者,eight_principles,internal
气滞,eight_principles,internal
气血精微不能濡养脏腑,eight_principles,internal
气郁化火而寻致胃阴耗伤。其主要临床表现是：胃部隐痛,eight_principles,internal
水液失于布散而生湿酿痰,eight_principles,internal
水饮犯肺等所致者,eight_principles,internal
沙眼是由沙眼衣原体引起的一种慢性传染性结膜角膜炎,eight_principles,internal
治当扶胃攻邪。,eight_principles,internal
治疗方法有滋补肾气,eight_principles,internal
波动与心理社会因素有关,eight_principles,internal
注下。多因脾胃虚弱,eight_principles,internal
流痰,eight_principles,internal
涉及肝脾等脏器,eight_principles,internal
润肺为主,eight_principles,internal
淋巴结肿大等全身症状,eight_principles,internal
清利湿热,eight_principles,internal
清晨醒来之前最低。胃液中的胃酸（0.2%～0.4%的盐酸）,eight_principles,internal
清热导痰汤。③痰热聚于心者 《杂病源流犀烛·痰饮源流》 “在心曰热痰,eight_principles,internal
清稀的称为饮。痰不仅是指咳吐出来有形可见的痰液,eight_principles,internal
清肝理脾等法,eight_principles,internal
渗出和肝细胞坏死,eight_principles,internal
温毒症状之一。由於温热之毒内蕴肺胃,eight_principles,internal
温肾,eight_principles,internal
湿,eight_principles,internal
湿滞或感受秽浊之邪,eight_principles,internal
湿热,eight_principles,internal
湿热下注是一个中医的术语。中医认为,eight_principles,internal
湿热下注等伤肾气不能固摄而病,eight_principles,internal
湿热之邪,eight_principles,internal
湿热痢重症。多因湿浊热毒蕴结肠中,eight_principles,internal
湿热等邪气痹阻腰膝所致。,eight_principles,internal
湿热蕴结于下焦,eight_principles,internal
湿热阻于肾与膀胱,eight_principles,internal
湿疮,eight_principles,internal
湿疹是由多种内外因素引起的瘙痒剧烈的一种皮肤炎症反应。分急性,eight_principles,internal
溃后脓液稀如痰,eight_principles,internal
溃面有糜烂的现象。中医认为由脾胃积热,eight_principles,internal
溶石化结。,eight_principles,internal
满闷不舒的症状。可因肝胃气机阻滞,eight_principles,internal
火痰,eight_principles,internal
热客膀胱,eight_principles,internal
热气与痰水相搏,eight_principles,internal
热泻是指因热迫大肠所引起。亦名“火泻”。,eight_principles,internal
然皆里急后重。”,eight_principles,internal
然而又无法一泄为快。“里急”即形容大便在腹内急迫,eight_principles,internal
燥咳是病名。是因肺虚液少或燥邪伤肺所致的咳嗽。其证咳嗽痰少,eight_principles,internal
燥脾,eight_principles,internal
牙结石,eight_principles,internal
牙龈（gingiva）是指覆盖于牙槽突表面和牙颈部周围的口腔黏膜上皮及其下方的结缔组织。牙龈肿痛主要是牙龈有炎症而表现出的一种症状,eight_principles,internal
特别是结肠与直肠病变的出血,eight_principles,internal
环唇内……”。《丹溪心法十二经见证》足厥阴肝经见证有“头痛”,eight_principles,internal
环境温度及湿度变化时加重,eight_principles,internal
现代医学相当于风湿性,eight_principles,internal
甚则不能自主为主要临床表现的一种心脏常见病证。,eight_principles,internal
甚则咯吐脓血痰为主要临床表现的一种病证。,eight_principles,internal
甚则拒食的一种常见的病证。辨证应辨病在脾或在胃。在胃者,eight_principles,internal
甚或咯痰带血,eight_principles,internal
甚或纯白无红色的舌质称为舌淡。舌淡在内伤杂病中较为多见,eight_principles,internal
甚至发生晕厥跌倒的现象。中医理论认为这是痰气上逆所致,eight_principles,internal
甚至子宫全部脱出于阴道口以外,eight_principles,internal
甚至溃疡久不愈合。多由心脾积热,eight_principles,internal
生长发育迟缓（发育迟缓）是指在生长发育过程中出现速度放慢或是顺序异常等现象。发病率在6%～8%之间。在正常的内外环境下儿童能够正常发育,eight_principles,internal
用大和中饮。脾虚者,eight_principles,internal
用清气化痰丸,eight_principles,internal
用温胆汤,eight_principles,internal
由于剧烈或持续的精神紧张性刺激直接引起的。其临床表现的主要内容与精神创伤密切相关,eight_principles,internal
由于子宫的缩复作用,eight_principles,internal
由于肝脏充血,eight_principles,internal
由于胃失和降,eight_principles,internal
由于风燥异气内犯肺鼻,eight_principles,internal
疏肝理气,eight_principles,internal
病名。由肠胃酝热所致的痢疾。证见里急后重,eight_principles,internal
病情严重时增加腹压也不能将膀胱内尿液排出体外,eight_principles,internal
病机有寒热虚实之分。咳喘与痰密切相关,eight_principles,internal
病状名。指面部呈现枯萎晦黄的病色。多因脾胃虚弱,eight_principles,internal
病症名。多为胞内有实热,eight_principles,internal
病程在2～3周之内,eight_principles,internal
病证名。因脏腑虚弱所致的泄泻。见《医学入门》卷五。又称虚泄。多属脾肾虚弱。症见困倦无力,eight_principles,internal
病证名。因风痰上壅,eight_principles,internal
病证名。指痰气上逆而致头痛。《古今医鉴》将之归于“厥头痛”范畴。《外台秘要》卷八：“痰厥头痛方：《病源》（指《诸病源候论》）谓,eight_principles,internal
病证名。指痰热壅阻于肺,eight_principles,internal
病证名。痰扰肝经的病证。风痰证有以下两方面的含义：一是指痰扰肝经的病证。《医学入门》卷五：“动于肝,eight_principles,internal
症名。两手掌心有发热感觉。一名掌中热。手三阴经是动,eight_principles,internal
痈肿相互连结成块,eight_principles,internal
痊愈后可能留下瘢痕。尿囊素可保护伤口结痂,eight_principles,internal
痞满是由于脾胃功能失调,eight_principles,internal
痰,eight_principles,internal
痰也往往导致咳喘,eight_principles,internal
痰厥头痛,eight_principles,internal
痰响吐涎,eight_principles,internal
痰喘,eight_principles,internal
痰多等症状。,eight_principles,internal
痰核和停滞在脏腑经络等组织中的痰液,eight_principles,internal
痰气相搏,eight_principles,internal
痰水与热相搏之病证,eight_principles,internal
痰水在于胸膈之上,eight_principles,internal
痰涌气急,eight_principles,internal
痰涎壅盛,eight_principles,internal
痰涎等胃内之物从胃中上涌,eight_principles,internal
痰热聚于心,eight_principles,internal
痰热阻肺,eight_principles,internal
痰白滑而易于咳出,eight_principles,internal
痰粘稠,eight_principles,internal
痰色亦黄。治宜清热化痰,eight_principles,internal
痰血,eight_principles,internal
痰証的一种。见《医学入门》卷五。又名气痰。多由肺燥所致。症见痰少色白,eight_principles,internal
痰量多,eight_principles,internal
痰饮,eight_principles,internal
痰饮内停,eight_principles,internal
痰饮指体内水液不得输化,eight_principles,internal
痰黏或黄,eight_principles,internal
瘀交结,eight_principles,internal
瘀血停滞等因所致。,eight_principles,internal
瘀血已久也,eight_principles,internal
瘀血阻滞心脉,eight_principles,internal
瘀血阻络,eight_principles,internal
瘰疬及有关皮肤病的内容,eight_principles,internal
皮肤出现苔癣样结节或斑块,eight_principles,internal
皮肤而首先被察觉。当血清总胆红素在17.1～34.2μmol,eight_principles,internal
盆腔炎性包块为女性盆腔脏器的炎症未得到正规治疗,eight_principles,internal
目前心肌缺血在我国的患病率呈逐年上升的趋势,eight_principles,internal
目赤是指眼结膜充血,eight_principles,internal
眩晕症占内科门诊病人的5%,eight_principles,internal
眵多粘结,eight_principles,internal
眼内,eight_principles,internal
眼及颈部淋巴结等,eight_principles,internal
短促等证候。《灵枢·经脉》：“少气不足以息。”又：“其小而短者少气。”可因脏气虚弱,eight_principles,internal
确保胃和肠道的安全,eight_principles,internal
祛湿利水或暂用攻逐之法,eight_principles,internal
神机逆乱。其病位在心,eight_principles,internal
称为“胃纳呆滞”,eight_principles,internal
称为十二指肠胃食管反流。多由于贲门功能不全和胃功能障碍逆蠕动致酸性胃液反流至口腔。反酸只是症状,eight_principles,internal
称为月经延长。本病相当于西医学排卵型功能失调性子宫出血病的黄体萎缩不全者,eight_principles,internal
称为肠鸣音。肠鸣音是指腹中胃肠蠕动漉漉作响的体征。在正常情况下,eight_principles,internal
突然心跳欲厥之证。《诸病源候论·虚劳病诸候》均有相关记载。,eight_principles,internal
立刻引起肛门内烧痛和刀割样疼痛,eight_principles,internal
简称胃呆,eight_principles,internal
类似西医学所指的肝硬化腹水,eight_principles,internal
类风湿性关节炎。,eight_principles,internal
粪便干结。正常人每天排便1～2次或2～3天排便1次,eight_principles,internal
粪质硬结,eight_principles,internal
系由七情内伤,eight_principles,internal
素有痰疾因外感而喘咯咳唾。①痰水与热邪相搏所致的病证 《诸病源候论·痰饮诸病候》 “热痰者,eight_principles,internal
素有脾胃虚弱,eight_principles,internal
约4～5∶1。 尿路结石在肾和膀胱内形成。上尿路结石与下尿路结石的形成机制,eight_principles,internal
约有半数病人于发病数日内死亡,eight_principles,internal
经食道而由口排出之气体。是脾胃疾病之一。《灵枢。口问篇》曰,eight_principles,internal
结,eight_principles,internal
结合心,eight_principles,internal
结如胶而坚,eight_principles,internal
结核,eight_principles,internal
结核病,eight_principles,internal
结核（肿大的淋巴结）累累如串珠,eight_principles,internal
结痰,eight_principles,internal
结痰也。”“郁痰即结痰,eight_principles,internal
结痰条。,eight_principles,internal
结石基质和晶体抑制物质学说是结石形成的三种最基本学说。根据上尿路结石形成机制的不同,eight_principles,internal
结石成份和流行病学有显著差异。上尿路结石大多数为草酸钙结石。膀胱结石中磷酸镁铵结石较上尿路多见。成核作用,eight_principles,internal
结积所生也。言阴阳否隔,eight_principles,internal
结缔组织疾病等。腹水定量诊断除影像学检查外,eight_principles,internal
结聚於腹中而致。症见脐周绞痛,eight_principles,internal
结肠及直肠。上消化道出血是指十二指肠悬韧带（Treitz韧带,eight_principles,internal
结膜炎也可以引起畏光,eight_principles,internal
结膜炎时大都有不同程度的畏光流泪。多见于角膜异物,eight_principles,internal
结节型,eight_principles,internal
结节等多形性皮损为特点。,eight_principles,internal
老年腹壁强度退行性变等原因引起腹内压增高,eight_principles,internal
老痰,eight_principles,internal
考虑各种不同妇科情况。但下腹痛崽子内生殖器以为的疾病并不少见,eight_principles,internal
而且受神经和心理等因素的影响。即患者对疼痛刺激的敏感性存在差异,eight_principles,internal
而主观上在耳内或颅内有声音感觉。在临床上它既是许多疾病的伴发症状,eight_principles,internal
而头皮作为人体最重要的指令控制中心——头部的天然屏障,eight_principles,internal
而是心理压力,eight_principles,internal
而是由于神经内分泌系统功能失调所致。表现为月经周期不规律,eight_principles,internal
而肠道内的气体又不能从肛门排出体外,eight_principles,internal
而阴气逆上与风痰相结,eight_principles,internal
耳内流出脓液,eight_principles,internal
耳前淋巴结肿大等全身症状。,eight_principles,internal
耳鸣是累及听觉系统的许多疾病不同病理变化的结果,eight_principles,internal
肛裂剧烈疼痛的主要原因是由于排粪时肛裂裂口内神经末梢受到刺激,eight_principles,internal
肝,eight_principles,internal
肝区痛是发生在右侧季肋部的疼痛,eight_principles,internal
肝木克脾,eight_principles,internal
肝源性水肿,eight_principles,internal
肝火或阴虚火旺所致。常见于中医学的暴风客热,eight_principles,internal
肝火犯肺,eight_principles,internal
肝炎等。,eight_principles,internal
肝病患者的乏力程度自轻度疲倦到严重乏力,eight_principles,internal
肝硬化腹水俗称肝腹水（hepatic ascites）。肝硬化腹水是一种慢性肝病,eight_principles,internal
肝经虚寒,eight_principles,internal
肝胆之火,eight_principles,internal
肝脏病,eight_principles,internal
肝郁气滞致白发。,eight_principles,internal
肠管内气体和液体随之流动,eight_principles,internal
肥厚。有些病人直接表现为慢性湿疹。皮损具有多形性,eight_principles,internal
肺,eight_principles,internal
肺内压升高,eight_principles,internal
肺内空气喷射而出,eight_principles,internal
肺栓塞（PE）,eight_principles,internal
肺气上逆则咳嗽,eight_principles,internal
肺气不宣,eight_principles,internal
肺气失和所致。治以疏风清热为主。,eight_principles,internal
肺气失和所致。症状表现为发热重,eight_principles,internal
肺气失宣出现以咳嗽为主的一种症候,eight_principles,internal
肺气肿等慢性病的老年患者,eight_principles,internal
肺炎,eight_principles,internal
肺炎喘嗽等。多见于西医的肺部急性炎症病变。,eight_principles,internal
肺热之名出自《素问·刺热篇》：“肺热病者,eight_principles,internal
肺热咳嗽属于温病学。现代医学中的呼吸道感染,eight_principles,internal
肺热咳嗽是由于肺内郁热,eight_principles,internal
肺痈是指由于热毒瘀结于肺,eight_principles,internal
肺虚气弱,eight_principles,internal
肺部有炎症。临床常伴有咳嗽,eight_principles,internal
肾与膀胱气化不利。病理因素为湿热。病位在肾与膀胱。辨证时首辨淋证类别,eight_principles,internal
肾亏,eight_principles,internal
肾五脏,eight_principles,internal
肾功能不全,eight_principles,internal
肾小球肾炎,eight_principles,internal
肾气亏耗为常见。《诸病源候论·少气候》：“所由藏气不足故也。肺主于气而通呼吸,eight_principles,internal
肾泄,eight_principles,internal
肾泻,eight_principles,internal
肾源性水肿,eight_principles,internal
肾盂肾炎等。治疗尿痛首先要控制急性感染,eight_principles,internal
肾精不足为肾精亏虚,eight_principles,internal
肾脏本是水火之脏,eight_principles,internal
肾脏病,eight_principles,internal
肾阳虚等。阳虚主证为畏寒肢冷,eight_principles,internal
肾阴虚,eight_principles,internal
胀是胀。肿多与肾脏关系密切,eight_principles,internal
胃,eight_principles,internal
胃下垂等疾病相似,eight_principles,internal
胃中空虚,eight_principles,internal
胃十二指肠溃疡出血也是溃疡病常见并发症。小量出血往往没有临床症状。仅在大便隐血试验时发现。出血量大于500ml时,eight_principles,internal
胃失和降。若呕吐日久,eight_principles,internal
胃接受和容纳食物的功能称作“胃主受纳”,eight_principles,internal
胃气上逆,eight_principles,internal
胃气上逆为多见,eight_principles,internal
胃气上逆则恶心,eight_principles,internal
胃气不降,eight_principles,internal
胃气壅塞,eight_principles,internal
胃热是一种中医病症,eight_principles,internal
胃痛,eight_principles,internal
胃空肠吻合术后的空肠病变出血亦属这一范围。大量出血是指在数小时内失血量超出1000ml或循环血容量的20%,eight_principles,internal
胃络受伤或他脏有病影响及胃均可引起本证。,eight_principles,internal
胃肠不适是一个汉语词语,eight_principles,internal
胃肠实热而引起。,eight_principles,internal
胃肠道内产气过多,eight_principles,internal
胃胀,eight_principles,internal
胃脘痛,eight_principles,internal
胃脘痛。引起胃胀的原因有各种各样,eight_principles,internal
胃脘饱胀,eight_principles,internal
胃酸过多（hyperchlorhydria）又称作胃酸过高,eight_principles,internal
胃阴不足是中医术语。它是由胃病久延不愈,eight_principles,internal
胃阴受劫,eight_principles,internal
胆,eight_principles,internal
胆失通降所引起的以右胁胀痛为主要临床表现的一种疾病。胆胀为肝胆系病证中常见的疾病。其临床表现与西医学所称的慢性胆囊炎,eight_principles,internal
胆汁性,eight_principles,internal
胆石症等相似。胆胀多发生于40岁至65岁年龄组,eight_principles,internal
胆结石,eight_principles,internal
胆腑气郁,eight_principles,internal
胆蕴热上薰鼻窍等所致,eight_principles,internal
胆道感染是指胆道系统的细菌性感染,eight_principles,internal
背痛彻心。,eight_principles,internal
胎儿在子宫内死亡,eight_principles,internal
胞宫内的瘀血和浊液留滞 或伴有小腹疼痛,eight_principles,internal
胸胁痛是指因感受外邪或情志失调或饮食不节或跌打损伤等原因导致的脉络失养或闭阻而引起的以胸胁部疼痛为主的一种病症。病位在肝胆,eight_principles,internal
胸腔积液和心包腔积液。全身性水肿主要有心源性水肿,eight_principles,internal
胸部和腋下。相当于现代医学的淋巴结核,eight_principles,internal
胸闷心烦,eight_principles,internal
能清除呼吸道中的异物或痰,eight_principles,internal
脉多细弱。轻者属脾,eight_principles,internal
脉微欲绝等为特征的内科急症。,eight_principles,internal
脉滑数。治宜清热化痰,eight_principles,internal
脏腑,eight_principles,internal
脏腑中,eight_principles,internal
脏腑的作用,eight_principles,internal
脏腑经络气血为之痹阻而引起的疾病,eight_principles,internal
脏躁是指无故自悲,eight_principles,internal
脑内摇晃,eight_principles,internal
脓痰（purulent sputum）是呼吸道疾病最常见的症状之一,eight_principles,internal
脘痞是指胃脘部饱胀,eight_principles,internal
脘痞等暑湿郁遏肌表证候为主要特点。如暑湿困阻中焦,eight_principles,internal
脾,eight_principles,internal
脾不统血等证型。多因饮食失调．劳逸失度,eight_principles,internal
脾的慢性病变之中。临床若对导致脘痞的病种尚不能确定时,eight_principles,internal
脾胃受伤,eight_principles,internal
脾胃受损。,eight_principles,internal
脾虚,eight_principles,internal
脾虚气滞是一种疾病,eight_principles,internal
脾运失司所引起的一种小儿常见的脾胃病证。临床以不思乳食,eight_principles,internal
脾阳虚,eight_principles,internal
脾阳虚等等。,eight_principles,internal
