term,label_cold,label_deficiency,label_excess,label_external,label_hot,label_internal,label_yang,label_yin
清肝理脾等法,True,False,False,False,False,False,False,False
清醒状态下遗精则为滑精。中医认为是一种疾病,True,False,False,False,False,False,False,False
清骨散,True,False,False,False,False,False,False,False
温清并用。对具传染性的细菌性痢疾和阿米巴痢疾,True,False,False,False,False,False,False,False
溃后脓液稀如痰,True,False,False,False,False,False,False,False
炎症性白带,True,False,False,False,False,False,False,False
烦渴饮冷,True,False,False,False,False,False,False,False
热痢宜清,True,False,False,False,False,False,False,False
狭义则专指白带的量色质气味发生异常的疾病。正常白带由前庭大腺分泌物,True,False,False,False,False,False,False,False
甚则全身发冷. 四肢脉木,True,False,False,False,False,False,False,False
甚或寒战,True,False,False,False,False,False,False,False
甚或纯白无红色的舌质称为舌淡。舌淡在内伤杂病中较为多见,True,False,False,False,False,False,False,False
甚至不能发出声音的症状。祖国医学称“暴喑”。多由风寒或风热火毒等邪犯喉,True,False,False,False,False,False,False,False
甚至便稀如水样,True,False,False,False,False,False,False,False
甚至清醒时精液流出者,True,False,False,False,False,False,False,False
甚至清醒时精液自动滑出的病症。,True,False,False,False,False,False,False,False
甚至清醒时精液自动滑出的病症。滑精是遗精的一种,True,False,False,False,False,False,False,False
用半夏白术天麻汤,True,False,False,False,False,False,False,False
用抵当汤。腹满手足厥冷,True,False,False,False,False,False,False,False
用清气化痰丸,True,False,False,False,False,False,False,False
由眼珠眦角横贯白睛,True,False,False,False,False,False,False,False
男子因真阳不足而引起精气清冷,True,False,False,False,False,False,False,False
畏寒多是身体受到外在寒邪侵袭,True,False,False,False,False,False,False,False
病名。指产后分泌乳汁少。见清·许廷哲《保产要旨》。即缺乳。,True,False,False,False,False,False,False,False
病名绞肠痧。”治宜祛秽泄毒为大法。十指青冷者,True,False,False,False,False,False,False,False
病机有寒热虚实之分。咳喘与痰密切相关,True,False,False,False,False,False,False,False
病理性白带的性状都有很大的不同。病理性白带可分为非炎症性白带,True,False,False,False,False,False,False,False
病症名。指泄泻时所泻之物清稀,True,False,False,False,False,False,False,False
病证名。泻下稀水,True,False,False,False,False,False,False,False
病证名。胸部胀满不适。因风寒,True,False,False,False,False,False,False,False
病证名。见于《伤寒明理论》。即指神识丧失,True,False,False,False,False,False,False,False
痰白滑而易于咳出,True,False,False,False,False,False,False,False
痰色亦黄。治宜清热化痰,True,False,False,False,False,False,False,False
痰証的一种。见《医学入门》卷五。又名气痰。多由肺燥所致。症见痰少色白,True,False,False,False,False,False,False,False
白发指头发全部或部分变白白发分有老年白发和少白发,True,False,False,False,False,False,False,False
白喉,True,False,False,False,False,False,False,False
白带应该是透明发亮,True,False,False,False,False,False,False,False
白带是女性正常情况下由阴道粘膜渗出物,True,False,False,False,False,False,False,False
白睛溢血等。古代医家认为目赤有三,True,False,False,False,False,False,False,False
白线疝,True,False,False,False,False,False,False,False
白色稀糊状或蛋清样,True,False,False,False,False,False,False,False
白芍,True,False,False,False,False,False,False,False
白附子丸等方。如见眩晕闷乱,True,False,False,False,False,False,False,False
皮肤出现白色点,True,False,False,False,False,False,False,False
皮肤及其他组织被染成黄色。因巩膜含有较多的弹性硬蛋白,True,False,False,False,False,False,False,False
皮肤而首先被察觉。当血清总胆红素在17.1～34.2μmol,True,False,False,False,False,False,False,False
真武汤。若手足厥冷,True,False,False,False,False,False,False,False
眼白红赤,True,False,False,False,False,False,False,False
眼花（dazzle）指看东西模糊不清,True,False,False,False,False,False,False,False
神志不清,True,False,False,False,False,False,False,False
神志不清。有时伴有口吐白沫或嘴角牵动,True,False,False,False,False,False,False,False
神志不清的表现,True,False,False,False,False,False,False,False
神志不清（unconsciousness）指神志昏蒙,True,False,False,False,False,False,False,False
称为恶寒。中医中有“有一分恶寒便有一分表证”的说法,True,False,False,False,False,False,False,False
称为生理性白带。与生理性白带相比较,True,False,False,False,False,False,False,False
称生理性白带。白带的量明显增多,True,False,False,False,False,False,False,False
粪便稀溏,True,False,False,False,False,False,False,False
粪质稀薄,True,False,False,False,False,False,False,False
系指在排尿后或排尿时从尿道口滴出白色浊物,True,False,False,False,False,False,False,False
组织在细菌和中性粒细胞释放的蛋白溶解酶的作用下发生液化坏死,True,False,False,False,False,False,False,False
而与接触冷空气,True,False,False,False,False,False,False,False
而且喜冷恶热。常因火邪窜络,True,False,False,False,False,False,False,False
而且质地清稀,True,False,False,False,False,False,False,False
肝经虚寒,True,False,False,False,False,False,False,False
肝郁气滞致白发。,True,False,False,False,False,False,False,False
肢体酸白细胞减少症白细胞减少症软,True,False,False,False,False,False,False,False
肢冷汗出,True,False,False,False,False,False,False,False
肺气失和所致。治以疏风清热为主。,True,False,False,False,False,False,False,False
肾阳虚等。阳虚主证为畏寒肢冷,True,False,False,False,False,False,False,False
肿块边界不清,True,False,False,False,False,False,False,False
背冷,True,False,False,False,False,False,False,False
能清除呼吸道中的异物或痰,True,False,False,False,False,False,False,False
脉滑数。治宜清热化痰,True,False,False,False,False,False,False,False
脘腹及四肢关节等处。因寒邪阻络所致,True,False,False,False,False,False,False,False
自觉膝关节局部寒冷疼痛,True,False,False,False,False,False,False,False
至翌日清晨则热退身凉的表现。温病后期气阴耗伤,True,False,False,False,False,False,False,False
舌淡白等。,True,False,False,False,False,False,False,False
舌淡苔白。总的治疗原则为健运脾气,True,False,False,False,False,False,False,False
舌苔白腻,True,False,False,False,False,False,False,False
舌苔白腻等。,True,False,False,False,False,False,False,False
色白,True,False,False,False,False,False,False,False
色白带黄,True,False,False,False,False,False,False,False
色红或白,True,False,False,False,False,False,False,False
苔白滑,True,False,False,False,False,False,False,False
苔薄白微黄。风热感冒多见于夏秋季,True,False,False,False,False,False,False,False
苔黄腻等。治疗可选用清热,True,False,False,False,False,False,False,False
萆解分清饮,True,False,False,False,False,False,False,False
营血虚热致白发,True,False,False,False,False,False,False,False
虚烦是因虚而致心胸烦热者。由伤寒汗,True,False,False,False,False,False,False,False
虚脱是以面色苍白,True,False,False,False,False,False,False,False
视物模糊不清的表现,True,False,False,False,False,False,False,False
角膜边缘可有灰白色浸润点,True,False,False,False,False,False,False,False
言语不清的表现。,True,False,False,False,False,False,False,False
证名。指易有饥饿感。见《素问·至真要大论》。病因以胃热较为常见。治宜清胃,True,False,False,False,False,False,False,False
证名。脐下部胀满。多见于以下几种情况。如伤寒发热,True,False,False,False,False,False,False,False
说明心有火。首先是清淡饮食,True,False,False,False,False,False,False,False
贪食寒凉食物等都可招致外来之“寒”侵入人体,True,False,False,False,False,False,False,False
边界不清,True,False,False,False,False,False,False,False
边缘不清,True,False,False,False,False,False,False,False
这种寒多为“实寒”。另一方面,True,False,False,False,False,False,False,False
这种寒多为“虚寒”。所以,True,False,False,False,False,False,False,False
这种病理产物的寒可由人体脾肾阳虚,True,False,False,False,False,False,False,False
这类患者常有明显的感受风寒的病史。风寒头痛多发于吹风受寒之后,True,False,False,False,False,False,False,False
这里的“宫”理解为“胞宫”会有助于更好地理解宫寒的含义和所指的疾病。“寒”在中医中首先是一个常见的致病原因,True,False,False,False,False,False,False,False
适宜于食用皮肤的角质蛋白。疥虫的躯干的后半部有几对杆状的刚毛和长鬃。疥虫往往是夜行昼伏,True,False,False,False,False,False,False,False
选用参苓白术散,True,False,False,False,False,False,False,False
通常伴随声音。咳嗽具有清除呼吸道异物和分泌物的保护性作用。但如果咳嗽不停,True,False,False,False,False,False,False,False
铅中毒等也均会引起脸色苍白。面色苍白需查找原发疾病,True,False,False,False,False,False,False,False
闭塞清阳所致眩晕。见《医学正传·眩运》。《杂病源流犀烛·头痛源流》：“风痰闭壅眩晕,True,False,False,False,False,False,False,False
阳气不足则早凉,True,False,False,False,False,False,False,False
阴不足则先热后寒。”其病机是邪入半表半里,True,False,False,False,False,False,False,False
阴道流血。平时病人可有白带增多,True,False,False,False,False,False,False,False
阴阳相胜也。阳不足则先寒后热,True,False,False,False,False,False,False,False
面色泛白而没有血色的表现,True,False,False,False,False,False,False,False
面色苍白,True,False,False,False,False,False,False,False
面色苍白或青灰,True,False,False,False,False,False,False,False
面色苍白（pale complexion）是由于脸部毛细血管充盈不足引起,True,False,False,False,False,False,False,False
项强指头部后项的肌肉筋脉牵引不舒的症状。一般是由于外感风寒,True,False,False,False,False,False,False,False
须发早白是一种疾病。在中医学则认为发须早白主要有以下列三种主要原因：肾阴亏损致白发,True,False,False,False,False,False,False,False
颜色比例红少白多,True,False,False,False,False,False,False,False
风冷乘之而痛者,True,False,False,False,False,False,False,False
鼻流清涕如水样,True,False,False,False,False,False,False,False
1年内有发作的活动性癫痫患病率为4.6‰。据此估计中国约有900万左右的癫痫患者,False,False,False,False,False,True,False,False
palms and soles）指两手两足心发热,False,False,False,False,False,True,False,False
“天行赤眼”等。 目赤肿痛常见于西医学的急性结膜炎,False,False,False,False,False,True,False,False
“寒”在中医中还指病理产物之寒积聚在人体经脉脏腑中,False,False,False,False,False,True,False,False
“寒气客于胃,False,False,False,False,False,True,False,False
“心律不齐”指的是心跳或快或慢,False,False,False,False,False,True,False,False
“纳差”意指食量减少。在中医范畴中归属于脾胃病,False,False,False,False,False,True,False,False
“胃痛”,False,False,False,False,False,True,False,False
“阻病”。多因脾胃虚弱或肝胃不和导致冲气上逆,False,False,False,False,False,True,False,False
……痰在咽喉,False,False,False,False,False,True,False,False
《内外伤辨惑论》有记载。,False,False,False,False,False,True,False,False
一些20～30岁的年轻人也出现心肌缺血的表现。,False,False,False,False,False,True,False,False
一般会在短时间内消除,False,False,False,False,False,True,False,False
七情内伤,False,False,False,False,False,True,False,False
三曰燥邪伤肝。戴复庵云：目赤无非血雍肝经所致,False,False,False,False,False,True,False,False
上下分消导痰汤,False,False,False,False,False,True,False,False
上段空肠以及胰管和胆管的出血。十二指肠悬韧带以下的肠道出血统称为下消化道出血。随着内镜技术的发展,False,False,False,False,False,True,False,False
下注膀胱,False,False,False,False,False,True,False,False
不得太息……。”肺热又称风温肺热,False,False,False,False,False,True,False,False
不易排出的表现。干咳是临床肺部疾病常见症状之一,False,False,False,False,False,True,False,False
不易睁开。有的病人结膜上出现小出血点或出血斑,False,False,False,False,False,True,False,False
不清洁的脐带结扎,False,False,False,False,False,True,False,False
不省人事为特征的内科急症。,False,False,False,False,False,True,False,False
不结胸,False,False,False,False,False,True,False,False
不能支持心脏正常工作的一种病理状态。心脏活动所需要的能量几乎完全靠有氧代谢提供,False,False,False,False,False,True,False,False
不能濡养脏腑,False,False,False,False,False,True,False,False
与内分泌功能紊乱密切相关。本病好发于中年妇女,False,False,False,False,False,True,False,False
与督脉会于巅,False,False,False,False,False,True,False,False
与肝病的严重程度相一致。,False,False,False,False,False,True,False,False
与肝胆脾胃关系密切。癫病以精神抑郁,False,False,False,False,False,True,False,False
与肝脾相关,False,False,False,False,False,True,False,False
与胆红素有较强的亲和力,False,False,False,False,False,True,False,False
与脾胃有密切关系。病机为湿热,False,False,False,False,False,True,False,False
且以偏肥胖体型为多见。当今胆胀的发病率呈上升趋势其原因可能与人们饮食结构的变化有关。中医药治疗本病效果较好,False,False,False,False,False,True,False,False
且在一段时间内广泛流行,False,False,False,False,False,True,False,False
两者多互为因果关系。胆道感染发病率占急腹症第2位,False,False,False,False,False,True,False,False
严重的心肺疾患以及真性红细胞增多症。,False,False,False,False,False,True,False,False
严重者心痛彻背,False,False,False,False,False,True,False,False
中医内伤病因之一,False,False,False,False,False,True,False,False
中医病名。小儿时期感受时行邪毒引起的肺系时行疾病,False,False,False,False,False,True,False,False
中医病名。湿疮是一种由多种内外因素引起的过敏性炎症性皮肤病。以多形性皮损,False,False,False,False,False,True,False,False
中医病症名。指因痰盛气闭而引起四肢厥冷,False,False,False,False,False,True,False,False
中医病症名。指由气管积痰而引起的呼吸不畅,False,False,False,False,False,True,False,False
中医称为脾胃虚弱,False,False,False,False,False,True,False,False
中医认为是以脏腑阴虚为主因,False,False,False,False,False,True,False,False
为中医名词术语。泛指因脾气虚损引起的一系列脾脏生理功能失常的病理现象及病证。包括脾气虚,False,False,False,False,False,True,False,False
为冷结在膀胱关元,False,False,False,False,False,True,False,False
为肝血虚,False,False,False,False,False,True,False,False
为肺病常见症状之一,False,False,False,False,False,True,False,False
为胃中之浊气上逆,False,False,False,False,False,True,False,False
主要以内分泌失调与血热,False,False,False,False,False,True,False,False
主要症状是胃脘痞闷,False,False,False,False,False,True,False,False
久则及肾。基本病机为肝脾肾受损,False,False,False,False,False,True,False,False
久嗽成劳或劳极伤肺所致的咳嗽,False,False,False,False,False,True,False,False
久病多虚中夹实或虚证。深圳胃肠专家陈春莲说治当分别情况,False,False,False,False,False,True,False,False
久连脑痛。”《张氏医通·诸痛门》：“痰厥头痛,False,False,False,False,False,True,False,False
也包括一些内脏损伤。在此主要以软组织损伤为主。,False,False,False,False,False,True,False,False
也包括胃蠕动不好的胃轻瘫和食道反流病。消化不良主要分为功能性消化不良和器质性消化不良。功能性消化不良属中医的“脘痞”,False,False,False,False,False,True,False,False
也可以是支气管扩张的咯血。吐血主要来自胃的病变,False,False,False,False,False,True,False,False
也可指中医学的“胞宫”,False,False,False,False,False,True,False,False
也可由于情志郁结,False,False,False,False,False,True,False,False
也就是常说的“心慌”。它可以是疾病的征兆,False,False,False,False,False,True,False,False
也就是通常所说的心悸,False,False,False,False,False,True,False,False
也是促使患者就诊的原因。腹痛多由腹内组织或器官受到某种强烈刺激或损伤所致,False,False,False,False,False,True,False,False
也是疑难急重病证。相当于西医病名无排卵性功能性子宫出血。,False,False,False,False,False,True,False,False
也有部分由于宫内节育器,False,False,False,False,False,True,False,False
习惯性抽搐。中医认为引起抽搐的病因病机主要有热毒内盛,False,False,False,False,False,True,False,False
乳房部的结核性疾病,False,False,False,False,False,True,False,False
予以健脾和胃,False,False,False,False,False,True,False,False
五心烦热（sphoria with feverish sensation in chest,False,False,False,False,False,True,False,False
亦可与其他心血管病伴发。其预后与心律失常的病因,False,False,False,False,False,True,False,False
亦可引起胃热（胃火）。中医分为热郁胃中,False,False,False,False,False,True,False,False
亦可持续累及心脏而致其衰竭。,False,False,False,False,False,True,False,False
产后发热是指产褥期内,False,False,False,False,False,True,False,False
产后恶露是指产后随子宫蜕膜脱落,False,False,False,False,False,True,False,False
从外耳道内流出一些非脓性的液体,False,False,False,False,False,True,False,False
从目系下颊里,False,False,False,False,False,True,False,False
从而使得肛门内括约肌痉挛收缩,False,False,False,False,False,True,False,False
从而引起的心中剔剔不安,False,False,False,False,False,True,False,False
令痰气结聚不散,False,False,False,False,False,True,False,False
以上腹胃脘部近心窝处疼痛为主症的病证,False,False,False,False,False,True,False,False
以五脏虚证为主要临床表现的多种慢性虚弱症候的总称。,False,False,False,False,False,True,False,False
以发出咳声或伴有咳痰为主症的一种肺系病证,False,False,False,False,False,True,False,False
以后可发展为多结节性肿大。,False,False,False,False,False,True,False,False
以痰质清稀色白的痰为特征。如由外感风寒而致病的,False,False,False,False,False,True,False,False
以胃脘及腹部疼痛为主要表现的疾病。,False,False,False,False,False,True,False,False
以胃阴不足为主,False,False,False,False,False,True,False,False
以脏腑功能衰退,False,False,False,False,False,True,False,False
以脾运失健为主,False,False,False,False,False,True,False,False
以致或湿浊阻滞,False,False,False,False,False,True,False,False
以致眼睑内翻畸形,False,False,False,False,False,True,False,False
以致结脓成痈的急性化脓性病证。多发于产后哺乳的产妇,False,False,False,False,False,True,False,False
以致肺叶生疮,False,False,False,False,False,True,False,False
传染性结膜炎,False,False,False,False,False,True,False,False
伴心胸烦闷,False,False,False,False,False,True,False,False
伴有典型的响声。嗳气可因不同病因在持续时间和响度上发生改变。在过去几十年中发生的一些重要事件使人们对功能性胃肠病（FGID）有了更深入的了解。罗马III标准中将功能性胃十二指肠疾病的症状分为3类：功能性消化不良,False,False,False,False,False,True,False,False
似喘而无声的表现。患者多伴有呼吸系统或心血管系统疾病。治疗需针对原发病。若气短引起呼吸困难,False,False,False,False,False,True,False,False
但不如子宫内膜异位症所致的痛经明显,False,False,False,False,False,True,False,False
但如果胃酸过多就会伤及胃,False,False,False,False,False,True,False,False
但流行程度和危害性以病毒性结膜炎为重。本病全年均可发生,False,False,False,False,False,True,False,False
但粪质干结,False,False,False,False,False,True,False,False
低血糖导致脑神经能量匮乏或者是心理疲劳,False,False,False,False,False,True,False,False
佐脾丸。”《医医偶录》治肚腹胀硬拒按,False,False,False,False,False,True,False,False
体感受寒邪。《灵枢·邪气脏腑病形》：“形寒寒饮则伤肺,False,False,False,False,False,True,False,False
体腔内体液增多则称积液。根据分布范围,False,False,False,False,False,True,False,False
使胞宫的功能受损而发生的一系列疾病的统称。,False,False,False,False,False,True,False,False
使脏气不平,False,False,False,False,False,True,False,False
侵袭或邪传于肠胃而触发。《症因脉治·腹痛论》：“痧胀腹痛之证,False,False,False,False,False,True,False,False
俗称疬子颈。多见于青少年及原有结核病者,False,False,False,False,False,True,False,False
保证心脏正常工作。当某种原因导致心肌血液供需失衡,False,False,False,False,False,True,False,False
假性结膜炎以及流行性角膜炎等,False,False,False,False,False,True,False,False
停留或渗注于体内某一部位而发生的病证,False,False,False,False,False,True,False,False
停积胃肠,False,False,False,False,False,True,False,False
健脾养胃诸法。,False,False,False,False,False,True,False,False
元气虚也。”《临证指南医案·喘》提出：“在肺为实,False,False,False,False,False,True,False,False
入于膀胱,False,False,False,False,False,True,False,False
入里化火,False,False,False,False,False,True,False,False
六腑痹,False,False,False,False,False,True,False,False
其中痰和饮既有区别,False,False,False,False,False,True,False,False
其主要原因是椎骨骨质增生压迫了椎管内神经,False,False,False,False,False,True,False,False
其他器官的疾病也可引起腰痛。如泌尿系炎症或结石,False,False,False,False,False,True,False,False
其发生是由于胆红素代谢障碍而引起血清内胆红素浓度升高所致。临床上表现为巩膜,False,False,False,False,False,True,False,False
其次它们又可能成为新的致病因素。一般以较稠浊的称为痰,False,False,False,False,False,True,False,False
其毒液由伤口进入人体内而引起的一种急性全身性中毒性疾病。,False,False,False,False,False,True,False,False
其病在胃,False,False,False,False,False,True,False,False
其痰青而多泡。”又名肝经风痰。二是指素有痰疾,False,False,False,False,False,True,False,False
其颜色及内容物随时间而变化,False,False,False,False,False,True,False,False
养阴益胃。,False,False,False,False,False,True,False,False
内伤乳食,False,False,False,False,False,True,False,False
内伤饮食不洁。病位在肠,False,False,False,False,False,True,False,False
内分泌影响,False,False,False,False,False,True,False,False
内分泌疾病及神经官能症等几乎都有轻重不等的头晕症状,False,False,False,False,False,True,False,False
内含有脓液。因脓液的颜色不同,False,False,False,False,False,True,False,False
内有烦热的症状。这是由于热邪内伏,False,False,False,False,False,True,False,False
内热进而化虚火。根据病机不同,False,False,False,False,False,True,False,False
内脏的急性化脓性疾患,False,False,False,False,False,True,False,False
内风属内伤病证,False,False,False,False,False,True,False,False
再如湿阻引起,False,False,False,False,False,True,False,False
冠心病,False,False,False,False,False,True,False,False
凡发热同时又有心烦,False,False,False,False,False,True,False,False
凡离开经脉之血不能及时消散和瘀滞于某一处,False,False,False,False,False,True,False,False
出《素问·气厥论》。多因肺,False,False,False,False,False,True,False,False
出现胃部灼烧感,False,False,False,False,False,True,False,False
出血量与血液在胃肠道停留的时间。便血伴有皮肤,False,False,False,False,False,True,False,False
分别采取温补脾肾或滋养肝肾法,False,False,False,False,False,True,False,False
则每一脏又有气,False,False,False,False,False,True,False,False
初起乳房内出现 一结块如桃李,False,False,False,False,False,True,False,False
功能性子宫出血,False,False,False,False,False,True,False,False
劳倦内伤,False,False,False,False,False,True,False,False
劳淋六证。基本病机为湿热蕴结下焦,False,False,False,False,False,True,False,False
包括《内经》所含肺痹,False,False,False,False,False,True,False,False
包括病毒性肝炎,False,False,False,False,False,True,False,False
化痰剂等药,False,False,False,False,False,True,False,False
十二指肠或胰胆等病变引起的出血,False,False,False,False,False,True,False,False
升阳除湿汤,False,False,False,False,False,True,False,False
即为肺痨,False,False,False,False,False,True,False,False
即人体内某个脏器或组织离开其正常解剖位置,False,False,False,False,False,True,False,False
即心脏活动的起源和（或）传导障碍导致心脏搏动的频率和（或）节律异常。心律失常是心血管疾病中重要的一组疾病。它可单独发病,False,False,False,False,False,True,False,False
即暑热挟湿。以胸脘痞闷,False,False,False,False,False,True,False,False
即火痰也。”证见烦热燥结,False,False,False,False,False,True,False,False
即由于外来之寒邪或者是人体脾肾阳虚所生之内寒停滞在女性胞宫,False,False,False,False,False,True,False,False
即称为消瘦。体内脂肪与蛋白质减少,False,False,False,False,False,True,False,False
即老痰,False,False,False,False,False,True,False,False
即胃火,False,False,False,False,False,True,False,False
压之无痛为临床特点。临床表现与西医学的慢性胃炎（包括浅表性胃炎和萎缩性胃炎）,False,False,False,False,False,True,False,False
又分外痹与内痹。痹者闭也。广义的痹病,False,False,False,False,False,True,False,False
又称“胃反”,False,False,False,False,False,True,False,False
及天时郁勃而然也。”“此皆素抱痰疾者,False,False,False,False,False,True,False,False
反映了痹病的基本内容,False,False,False,False,False,True,False,False
反胃,False,False,False,False,False,True,False,False
发作时间多在3～5分钟之内,False,False,False,False,False,True,False,False
发现腹部一部分或全腹部膨拢引起腹胀的原因主要见于胃肠道胀气,False,False,False,False,False,True,False,False
发生于儿童者称喊叫小结,False,False,False,False,False,True,False,False
发瘀等的病理状态。血热多由邪热入血所致,False,False,False,False,False,True,False,False
发育生殖等功能减退所致的病症。肾精不足多由先天发育不良,False,False,False,False,False,True,False,False
口腔内肌膜破损,False,False,False,False,False,True,False,False
口虽渴但不想饮水或饮水后胃中不适,False,False,False,False,False,True,False,False
古代医家用盗贼每天在夜里鬼祟活动,False,False,False,False,False,True,False,False
只要注意调整心态,False,False,False,False,False,True,False,False
可以是肝病的早期症状,False,False,False,False,False,True,False,False
可以杀死食物里的细菌,False,False,False,False,False,True,False,False
可伴有恶心,False,False,False,False,False,True,False,False
可出现在许多疾病的过程中。临床辨证以虚实为纲。治疗以和胃降逆为原则,False,False,False,False,False,True,False,False
可分 为瞬时记忆（半分钟内）,False,False,False,False,False,True,False,False
可分为细菌性结膜炎和病毒性结膜炎两类,False,False,False,False,False,True,False,False
可导致脏腑失调,False,False,False,False,False,True,False,False
可放射至心前区与左上肢,False,False,False,False,False,True,False,False
可能是由于大脑疲劳。各种颅内,False,False,False,False,False,True,False,False
合理调节饮食结构,False,False,False,False,False,True,False,False
同时增加胃蛋白酶的活性,False,False,False,False,False,True,False,False
同时配以疏肝健脾,False,False,False,False,False,True,False,False
名内吹乳痈,False,False,False,False,False,True,False,False
名曰风痰,False,False,False,False,False,True,False,False
名曰风痰。”《医宗必读》卷九：“在肝经者,False,False,False,False,False,True,False,False
后世将外科分为疮疡与杂证两大类。疮疡多由毒邪内侵,False,False,False,False,False,True,False,False
后天失养及外感内伤等多种原因引起的,False,False,False,False,False,True,False,False
后者更多的含义是泛指女性内生殖器官（子宫,False,False,False,False,False,True,False,False
吞酸是指酸水自胃上激于咽喉之间,False,False,False,False,False,True,False,False
呼吸急促等症状。脓痰的量,False,False,False,False,False,True,False,False
咯吐腥臭浊痰,False,False,False,False,False,True,False,False
咯痰是呼吸道内的病理性分泌物,False,False,False,False,False,True,False,False
咯黄稠痰或痰中带血,False,False,False,False,False,True,False,False
咳喘是肺病的主要症状。咳喘的病因有外感内伤之别,False,False,False,False,False,True,False,False
咳喘每多夹痰,False,False,False,False,False,True,False,False
咳嗽喘促等。治以清肺,False,False,False,False,False,True,False,False
咳嗽等症状。由脾肾虚寒引起的,False,False,False,False,False,True,False,False
咳大量脓痰和反复咯血。,False,False,False,False,False,True,False,False
咳痰量多,False,False,False,False,False,True,False,False
咽喉炎以及病毒感染甚至心肌梗死均可引起咽喉痛。,False,False,False,False,False,True,False,False
咽结膜热,False,False,False,False,False,True,False,False
喉中痰鸣如水鸡声,False,False,False,False,False,True,False,False
喘息痰鸣,False,False,False,False,False,True,False,False
喘气等。咳嗽可伴随咳痰,False,False,False,False,False,True,False,False
嗳气和恶心呕吐。嗳气又分为：吞气症和非特异性过度嗳气。,False,False,False,False,False,True,False,False
嗳气（belching）是胃中气体上出咽喉所发出的声响,False,False,False,False,False,True,False,False
噤口痢是属于痢疾之一。见《丹溪心法·痢》。亦称禁口痢。指患痢疾而见饮食不进,False,False,False,False,False,True,False,False
四肢疼痛的发生主要是由于机体内正气不足,False,False,False,False,False,True,False,False
因产后劳倦伤脾,False,False,False,False,False,True,False,False
因其在睑结膜表面形成粗糙不平的外观,False,False,False,False,False,True,False,False
因外感而喘咯咳唾者 《泰定养生主论》 “热痰者,False,False,False,False,False,True,False,False
因外邪犯胃,False,False,False,False,False,True,False,False
因感受风邪或风热怫郁而发的病证。《泰定养生主论》：“风痰者,False,False,False,False,False,True,False,False
因此子宫脱垂还可同时伴有膀胱尿道和直肠膨出,False,False,False,False,False,True,False,False
因风热客于肠胃或湿热蕴积肠胃,False,False,False,False,False,True,False,False
国内癫痫的总体患病率为7.0‰,False,False,False,False,False,True,False,False
在肾为虚。”,False,False,False,False,False,True,False,False
均属神昏的范畴。常因痰浊,False,False,False,False,False,True,False,False
均称“烦热”。多由于里热过盛,False,False,False,False,False,True,False,False
坚结胶固,False,False,False,False,False,True,False,False
坚结胶固之痰。亦称老痰,False,False,False,False,False,True,False,False
声带小结又称歌唱者小结或教师小结,False,False,False,False,False,True,False,False
复出于胃,False,False,False,False,False,True,False,False
多为饮停于胃证,False,False,False,False,False,True,False,False
多伴有嗳气症状。自胃部上升的气体或酸性液体导致嗳气（呃逆）发生,False,False,False,False,False,True,False,False
多因外邪入里,False,False,False,False,False,True,False,False
多属肺热。,False,False,False,False,False,True,False,False
多指内伤病证的类中风,False,False,False,False,False,True,False,False
多是由于结核杆菌侵入颈部所引起的特异性感染,False,False,False,False,False,True,False,False
多由于痰,False,False,False,False,False,True,False,False
多由邪热犯胃,False,False,False,False,False,True,False,False
多种疾病导致的女性体内病理生理变化的外在表现,False,False,False,False,False,True,False,False
多种肺部感染。,False,False,False,False,False,True,False,False
多见于唇内侧,False,False,False,False,False,True,False,False
大便干结,False,False,False,False,False,True,False,False
大便秘结,False,False,False,False,False,True,False,False
大便粘结,False,False,False,False,False,True,False,False
大便酸臭或便秘为特征。食积又称积滞。与西医学消化不良相近。本病一年四季皆可发生,False,False,False,False,False,True,False,False
大多系感染引起。慢性腹泻指病程在两个月以上或间歇期在2～4周内的复发性腹泻,False,False,False,False,False,True,False,False
大病久病伤肾等引起。,False,False,False,False,False,True,False,False
大肠传导失司,False,False,False,False,False,True,False,False
大部分指的是风湿病,False,False,False,False,False,True,False,False
失于和降是胃痛的主要病机。治疗以理气和胃为大法,False,False,False,False,False,True,False,False
失禁等症状。正常人每日大约有9L液体进入胃肠道,False,False,False,False,False,True,False,False
头颅内伤,False,False,False,False,False,True,False,False
奇恒之腑痹,False,False,False,False,False,True,False,False
女性子宫下垂,False,False,False,False,False,True,False,False
如内蕴暑湿而外感风寒,False,False,False,False,False,True,False,False
如发现腹部一部分或全腹部膨隆。引起腹胀的原因主要见于胃肠道胀气,False,False,False,False,False,True,False,False
如子宫内膜异位症,False,False,False,False,False,True,False,False
如心血管疾病,False,False,False,False,False,True,False,False
如暑湿弥漫三焦,False,False,False,False,False,True,False,False
如果十二指肠内容物经胃,False,False,False,False,False,True,False,False
如白内障,False,False,False,False,False,True,False,False
如肺气虚,False,False,False,False,False,True,False,False
如风邪善行数变之特点的疾病。这里介绍的为类中风（脑卒中）。,False,False,False,False,False,True,False,False
妊娠早期出现恶心呕吐,False,False,False,False,False,True,False,False
子宫内膜炎,False,False,False,False,False,True,False,False
子宫内膜炎或盆腔感染,False,False,False,False,False,True,False,False
子宫内膜炎等引起的经期延长。宫内节育器和输卵管结扎后引起的经期延长也按本病治疗。本病一般预后良好。,False,False,False,False,False,True,False,False
子宫出血量多而势急如崩,False,False,False,False,False,True,False,False
子宫后倾等）,False,False,False,False,False,True,False,False
